1.22499997e-01  8.33333330e-03  1.70068027e-06  1.70196103e-06  
1.22499997e-01  2.50000000e-02  1.70068027e-06  1.70196103e-06  
1.22499997e-01  4.16666667e-02  1.70068027e-06  1.70196103e-06  
1.22602038e-01  8.33333330e-03  1.70068027e-06  1.70195549e-06  
1.22602038e-01  2.50000000e-02  1.70068027e-06  1.70195549e-06  
1.22602038e-01  4.16666667e-02  1.70068027e-06  1.70195549e-06  
1.22704079e-01  8.33333330e-03  1.70068027e-06  1.70195018e-06  
1.22704079e-01  2.50000000e-02  1.70068027e-06  1.70195018e-06  
1.22704079e-01  4.16666667e-02  1.70068027e-06  1.70195018e-06  
1.22806120e-01  8.33333330e-03  1.70068027e-06  1.70194510e-06  
1.22806120e-01  2.50000000e-02  1.70068027e-06  1.70194510e-06  
1.22806120e-01  4.16666667e-02  1.70068027e-06  1.70194510e-06  
1.22908161e-01  8.33333330e-03  1.70068027e-06  1.70194026e-06  
1.22908161e-01  2.50000000e-02  1.70068027e-06  1.70194026e-06  
1.22908161e-01  4.16666667e-02  1.70068027e-06  1.70194026e-06  
1.23010202e-01  8.33333330e-03  1.70068027e-06  1.70193564e-06  
1.23010202e-01  2.50000000e-02  1.70068027e-06  1.70193564e-06  
1.23010202e-01  4.16666667e-02  1.70068027e-06  1.70193564e-06  
1.23112243e-01  8.33333330e-03  1.70068027e-06  1.70193125e-06  
1.23112243e-01  2.50000000e-02  1.70068027e-06  1.70193125e-06  
1.23112243e-01  4.16666667e-02  1.70068027e-06  1.70193125e-06  
1.23214284e-01  8.33333330e-03  1.70068027e-06  1.70192710e-06  
1.23214284e-01  2.50000000e-02  1.70068027e-06  1.70192710e-06  
1.23214284e-01  4.16666667e-02  1.70068027e-06  1.70192710e-06  
1.23316324e-01  8.33333330e-03  1.70068027e-06  1.70192318e-06  
1.23316324e-01  2.50000000e-02  1.70068027e-06  1.70192318e-06  
1.23316324e-01  4.16666667e-02  1.70068027e-06  1.70192318e-06  
1.23418365e-01  8.33333330e-03  1.70068027e-06  1.70191948e-06  
1.23418365e-01  2.50000000e-02  1.70068027e-06  1.70191948e-06  
1.23418365e-01  4.16666667e-02  1.70068027e-06  1.70191948e-06  
1.23520406e-01  8.33333330e-03  1.70068027e-06  1.70191602e-06  
1.23520406e-01  2.50000000e-02  1.70068027e-06  1.70191602e-06  
1.23520406e-01  4.16666667e-02  1.70068027e-06  1.70191602e-06  
1.23622447e-01  8.33333330e-03  1.70068027e-06  1.70191279e-06  
1.23622447e-01  2.50000000e-02  1.70068027e-06  1.70191279e-06  
1.23622447e-01  4.16666667e-02  1.70068027e-06  1.70191279e-06  
1.23724488e-01  8.33333330e-03  1.70068027e-06  1.70190979e-06  
1.23724488e-01  2.50000000e-02  1.70068027e-06  1.70190979e-06  
1.23724488e-01  4.16666667e-02  1.70068027e-06  1.70190979e-06  
1.23826529e-01  8.33333330e-03  1.70068027e-06  1.70190702e-06  
1.23826529e-01  2.50000000e-02  1.70068027e-06  1.70190702e-06  
1.23826529e-01  4.16666667e-02  1.70068027e-06  1.70190702e-06  
1.23928570e-01  8.33333330e-03  1.70068027e-06  1.70190448e-06  
1.23928570e-01  2.50000000e-02  1.70068027e-06  1.70190448e-06  
1.23928570e-01  4.16666667e-02  1.70068027e-06  1.70190448e-06  
1.24030611e-01  8.33333330e-03  1.70068027e-06  1.70190217e-06  
1.24030611e-01  2.50000000e-02  1.70068027e-06  1.70190217e-06  
1.24030611e-01  4.16666667e-02  1.70068027e-06  1.70190217e-06  
1.24132652e-01  8.33333330e-03  1.70068027e-06  1.70190010e-06  
1.24132652e-01  2.50000000e-02  1.70068027e-06  1.70190010e-06  
1.24132652e-01  4.16666667e-02  1.70068027e-06  1.70190010e-06  
1.24234693e-01  8.33333330e-03  1.70068027e-06  1.70189825e-06  
1.24234693e-01  2.50000000e-02  1.70068027e-06  1.70189825e-06  
1.24234693e-01  4.16666667e-02  1.70068027e-06  1.70189825e-06  
1.24336734e-01  8.33333330e-03  1.70068027e-06  1.70189663e-06  
1.24336734e-01  2.50000000e-02  1.70068027e-06  1.70189663e-06  
1.24336734e-01  4.16666667e-02  1.70068027e-06  1.70189663e-06  
1.24438775e-01  8.33333330e-03  1.70068027e-06  1.70189525e-06  
1.24438775e-01  2.50000000e-02  1.70068027e-06  1.70189525e-06  
1.24438775e-01  4.16666667e-02  1.70068027e-06  1.70189525e-06  
1.24540816e-01  8.33333330e-03  1.70068027e-06  1.70189409e-06  
1.24540816e-01  2.50000000e-02  1.70068027e-06  1.70189409e-06  
1.24540816e-01  4.16666667e-02  1.70068027e-06  1.70189409e-06  
1.24642857e-01  8.33333330e-03  1.70068027e-06  1.70189317e-06  
1.24642857e-01  2.50000000e-02  1.70068027e-06  1.70189317e-06  
1.24642857e-01  4.16666667e-02  1.70068027e-06  1.70189317e-06  
1.24744898e-01  8.33333330e-03  1.70068027e-06  1.70189248e-06  
1.24744898e-01  2.50000000e-02  1.70068027e-06  1.70189248e-06  
