1.22499999e-01 8.33333330e-03 
  1.22499999e-01 2.50000000e-02 
  1.22499999e-01 4.16666667e-02 
  1.22602039e-01 8.33333330e-03 
  1.22602039e-01 2.50000000e-02 
  1.22602039e-01 4.16666667e-02 
  1.22704080e-01 8.33333330e-03 
  1.22704080e-01 2.50000000e-02 
  1.22704080e-01 4.16666667e-02 
  1.22806121e-01 8.33333330e-03 
  1.22806121e-01 2.50000000e-02 
  1.22806121e-01 4.16666667e-02 
  1.22908162e-01 8.33333330e-03 
  1.22908162e-01 2.50000000e-02 
  1.22908162e-01 4.16666667e-02 
  1.23010203e-01 8.33333330e-03 
  1.23010203e-01 2.50000000e-02 
  1.23010203e-01 4.16666667e-02 
  1.23112244e-01 8.33333330e-03 
  1.23112244e-01 2.50000000e-02 
  1.23112244e-01 4.16666667e-02 
  1.23214285e-01 8.33333330e-03 
  1.23214285e-01 2.50000000e-02 
  1.23214285e-01 4.16666667e-02 
  1.23316326e-01 8.33333330e-03 
  1.23316326e-01 2.50000000e-02 
  1.23316326e-01 4.16666667e-02 
  1.23418366e-01 8.33333330e-03 
  1.23418366e-01 2.50000000e-02 
  1.23418366e-01 4.16666667e-02 
  1.23520407e-01 8.33333330e-03 
  1.23520407e-01 2.50000000e-02 
  1.23520407e-01 4.16666667e-02 
  1.23622448e-01 8.33333330e-03 
  1.23622448e-01 2.50000000e-02 
  1.23622448e-01 4.16666667e-02 
  1.23724489e-01 8.33333330e-03 
  1.23724489e-01 2.50000000e-02 
  1.23724489e-01 4.16666667e-02 
  1.23826530e-01 8.33333330e-03 
  1.23826530e-01 2.50000000e-02 
  1.23826530e-01 4.16666667e-02 
  1.23928571e-01 8.33333330e-03 
  1.23928571e-01 2.50000000e-02 
  1.23928571e-01 4.16666667e-02 
  1.24030612e-01 8.33333330e-03 
  1.24030612e-01 2.50000000e-02 
  1.24030612e-01 4.16666667e-02 
  1.24132653e-01 8.33333330e-03 
  1.24132653e-01 2.50000000e-02 
  1.24132653e-01 4.16666667e-02 
  1.24234693e-01 8.33333330e-03 
  1.24234693e-01 2.50000000e-02 
  1.24234693e-01 4.16666667e-02 
  1.24336734e-01 8.33333330e-03 
  1.24336734e-01 2.50000000e-02 
  1.24336734e-01 4.16666667e-02 
  1.24438775e-01 8.33333330e-03 
  1.24438775e-01 2.50000000e-02 
  1.24438775e-01 4.16666667e-02 
  1.24540816e-01 8.33333330e-03 
  1.24540816e-01 2.50000000e-02 
  1.24540816e-01 4.16666667e-02 
  1.24642857e-01 8.33333330e-03 
  1.24642857e-01 2.50000000e-02 
  1.24642857e-01 4.16666667e-02 
  1.24744898e-01 8.33333330e-03 
  1.24744898e-01 2.50000000e-02 
  1.24744898e-01 4.16666667e-02 
  1.24846939e-01 8.33333330e-03 
  1.24846939e-01 2.50000000e-02 
  1.24846939e-01 4.16666667e-02 
  1.24948980e-01 8.33333330e-03 
  1.24948980e-01 2.50000000e-02 
  1.24948980e-01 4.16666667e-02 
  1.25051020e-01 8.33333330e-03 
  1.25051020e-01 2.50000000e-02 
  1.25051020e-01 4.16666667e-02 
  1.25153061e-01 8.33333330e-03 
  1.25153061e-01 2.50000000e-02 
  1.25153061e-01 4.16666667e-02 
  1.25255102e-01 8.33333330e-03 
  1.25255102e-01 2.50000000e-02 
  1.25255102e-01 4.16666667e-02 
  1.25357143e-01 8.33333330e-03 
  1.25357143e-01 2.50000000e-02 
  1.25357143e-01 4.16666667e-02 
  1.25459184e-01 8.33333330e-03 
  1.25459184e-01 2.50000000e-02 
  1.25459184e-01 4.16666667e-02 
  1.25561225e-01 8.33333330e-03 
  1.25561225e-01 2.50000000e-02 
  1.25561225e-01 4.16666667e-02 
  1.25663266e-01 8.33333330e-03 
  1.25663266e-01 2.50000000e-02 
  1.25663266e-01 4.16666667e-02 
  1.25765307e-01 8.33333330e-03 
  1.25765307e-01 2.50000000e-02 
  1.25765307e-01 4.16666667e-02 
  1.25867347e-01 8.33333330e-03 
  1.25867347e-01 2.50000000e-02 
  1.25867347e-01 4.16666667e-02 
  1.25969388e-01 8.33333330e-03 
  1.25969388e-01 2.50000000e-02 
  1.25969388e-01 4.16666667e-02 
  1.26071429e-01 8.33333330e-03 
  1.26071429e-01 2.50000000e-02 
  1.26071429e-01 4.16666667e-02 
  1.26173470e-01 8.33333330e-03 
  1.26173470e-01 2.50000000e-02 
  1.26173470e-01 4.16666667e-02 
  1.26275511e-01 8.33333330e-03 
  1.26275511e-01 2.50000000e-02 
  1.26275511e-01 4.16666667e-02 
  1.26377552e-01 8.33333330e-03 
  1.26377552e-01 2.50000000e-02 
  1.26377552e-01 4.16666667e-02 
  1.26479593e-01 8.33333330e-03 
  1.26479593e-01 2.50000000e-02 
  1.26479593e-01 4.16666667e-02 
  1.26581634e-01 8.33333330e-03 
  1.26581634e-01 2.50000000e-02 
  1.26581634e-01 4.16666667e-02 
  1.26683674e-01 8.33333330e-03 
  1.26683674e-01 2.50000000e-02 
  1.26683674e-01 4.16666667e-02 
  1.26785715e-01 8.33333330e-03 
  1.26785715e-01 2.50000000e-02 
  1.26785715e-01 4.16666667e-02 
  1.26887756e-01 8.33333330e-03 
  1.26887756e-01 2.50000000e-02 
  1.26887756e-01 4.16666667e-02 
  1.26989797e-01 8.33333330e-03 
  1.26989797e-01 2.50000000e-02 
  1.26989797e-01 4.16666667e-02 
  1.27091838e-01 8.33333330e-03 
  1.27091838e-01 2.50000000e-02 
  1.27091838e-01 4.16666667e-02 
  1.27193879e-01 8.33333330e-03 
  1.27193879e-01 2.50000000e-02 
  1.27193879e-01 4.16666667e-02 
  1.27295920e-01 8.33333330e-03 
  1.27295920e-01 2.50000000e-02 
  1.27295920e-01 4.16666667e-02 
  1.27397961e-01 8.33333330e-03 
  1.27397961e-01 2.50000000e-02 
  1.27397961e-01 4.16666667e-02 
  1.27500001e-01 8.33333330e-03 
  1.27500001e-01 2.50000000e-02 
  1.27500001e-01 4.16666667e-02 
  
