1.22479988e-01  8.33333330e-03  1.70068027e-06  1.85662061e-06  
1.22479989e-01  2.50000000e-02  1.70068027e-06  1.85662061e-06  
1.22479989e-01  4.16666667e-02  1.70068027e-06  1.85662059e-06  
1.22582040e-01  8.33333330e-03  1.70068027e-06  1.85814030e-06  
1.22582041e-01  2.50000000e-02  1.70068027e-06  1.85814028e-06  
1.22582043e-01  4.16666667e-02  1.70068027e-06  1.85814029e-06  
1.22684093e-01  8.33333330e-03  1.70068027e-06  1.85959950e-06  
1.22684093e-01  2.50000000e-02  1.70068027e-06  1.85959949e-06  
1.22684093e-01  4.16666667e-02  1.70068027e-06  1.85959947e-06  
1.22786142e-01  8.33333330e-03  1.70068027e-06  1.86099791e-06  
1.22786143e-01  2.50000000e-02  1.70068027e-06  1.86099790e-06  
1.22786144e-01  4.16666667e-02  1.70068027e-06  1.86099790e-06  
1.22888193e-01  8.33333330e-03  1.70068027e-06  1.86233528e-06  
1.22888193e-01  2.50000000e-02  1.70068027e-06  1.86233527e-06  
1.22888193e-01  4.16666667e-02  1.70068027e-06  1.86233526e-06  
1.22990243e-01  8.33333330e-03  1.70068027e-06  1.86361133e-06  
1.22990243e-01  2.50000000e-02  1.70068027e-06  1.86361132e-06  
1.22990243e-01  4.16666667e-02  1.70068027e-06  1.86361131e-06  
1.23092291e-01  8.33333330e-03  1.70068027e-06  1.86482580e-06  
1.23092291e-01  2.50000000e-02  1.70068027e-06  1.86482579e-06  
1.23092292e-01  4.16666667e-02  1.70068027e-06  1.86482580e-06  
1.23194339e-01  8.33333330e-03  1.70068027e-06  1.86597846e-06  
1.23194339e-01  2.50000000e-02  1.70068027e-06  1.86597845e-06  
1.23194339e-01  4.16666667e-02  1.70068027e-06  1.86597844e-06  
1.23296389e-01  8.33333330e-03  1.70068027e-06  1.86706908e-06  
1.23296389e-01  2.50000000e-02  1.70068027e-06  1.86706908e-06  
1.23296389e-01  4.16666667e-02  1.70068027e-06  1.86706908e-06  
1.23398435e-01  8.33333330e-03  1.70068027e-06  1.86809742e-06  
1.23398435e-01  2.50000000e-02  1.70068027e-06  1.86809741e-06  
1.23398436e-01  4.16666667e-02  1.70068027e-06  1.86809742e-06  
1.23500483e-01  8.33333330e-03  1.70068027e-06  1.86906330e-06  
1.23500483e-01  2.50000000e-02  1.70068027e-06  1.86906329e-06  
1.23500483e-01  4.16666667e-02  1.70068027e-06  1.86906329e-06  
1.23602529e-01  8.33333330e-03  1.70068027e-06  1.86996650e-06  
1.23602529e-01  2.50000000e-02  1.70068027e-06  1.86996650e-06  
1.23602529e-01  4.16666667e-02  1.70068027e-06  1.86996650e-06  
1.23704574e-01  8.33333330e-03  1.70068027e-06  1.87080684e-06  
1.23704574e-01  2.50000000e-02  1.70068027e-06  1.87080684e-06  
1.23704574e-01  4.16666667e-02  1.70068027e-06  1.87080684e-06  
1.23806619e-01  8.33333330e-03  1.70068027e-06  1.87158418e-06  
1.23806619e-01  2.50000000e-02  1.70068027e-06  1.87158418e-06  
1.23806619e-01  4.16666667e-02  1.70068027e-06  1.87158418e-06  
1.23908663e-01  8.33333330e-03  1.70068027e-06  1.87229833e-06  
1.23908663e-01  2.50000000e-02  1.70068027e-06  1.87229833e-06  
1.23908664e-01  4.16666667e-02  1.70068027e-06  1.87229834e-06  
1.24010708e-01  8.33333330e-03  1.70068027e-06  1.87294917e-06  
1.24010708e-01  2.50000000e-02  1.70068027e-06  1.87294917e-06  
1.24010708e-01  4.16666667e-02  1.70068027e-06  1.87294918e-06  
1.24112751e-01  8.33333330e-03  1.70068027e-06  1.87353655e-06  
1.24112751e-01  2.50000000e-02  1.70068027e-06  1.87353655e-06  
1.24112751e-01  4.16666667e-02  1.70068027e-06  1.87353656e-06  
1.24214794e-01  8.33333330e-03  1.70068027e-06  1.87406035e-06  
1.24214794e-01  2.50000000e-02  1.70068027e-06  1.87406036e-06  
1.24214794e-01  4.16666667e-02  1.70068027e-06  1.87406036e-06  
1.24316836e-01  8.33333330e-03  1.70068027e-06  1.87452048e-06  
1.24316836e-01  2.50000000e-02  1.70068027e-06  1.87452049e-06  
